Date,open,high,low,close,volume,amount,pct_change,turnover
2023-01-03,85.47000122070312,87.3066635131836,83.33333587646484,86.82666778564453,36412290,3161557807.1445465,,
2023-01-04,86.66666412353516,86.82666778564453,85.5,86.36666870117188,21802377,1882998671.2570496,-0.5297900935324229,
2023-01-05,87.50666809082031,89.19666290283203,87.0199966430664,88.36000061035156,35680800,3152755509.777832,2.307987490031138,
2023-01-06,89.30332946777344,90.4000015258789,88.36666870117188,88.73332977294922,41656569,3696326074.2866135,0.4225092349692927,
2023-01-09,89.33333587646484,89.33333587646484,87.43000030517578,87.7933349609375,34250646,3006978436.906494,-1.0593480650585074,
2023-01-10,87.3499984741211,89.86000061035156,85.7699966430664,88.86333465576172,52053762,4625670872.697372,1.2187709867728547,
2023-01-11,88.30000305175781,90.33333587646484,87.13666534423828,89.663330078125,38509125,3452856385.8947754,0.9002536596924848,
2023-01-12,90.50333404541016,94.81666564941406,90.23332977294922,92.43333435058594,67043757,6197078006.900436,3.0893390531529397,
2023-01-13,92.47000122070312,93.30999755859375,91.66666412353516,92.86000061035156,38523303,3577273940.092758,0.4615934962892698,
2023-01-16,92.86000061035156,92.92333221435547,90.66666412353516,91.26666259765625,49499967,4517696786.784119,-1.715849668557612,
2023-01-17,91.2699966430664,91.5,89.6433334350586,89.99666595458984,33499713,3014862480.435631,-1.3915230456767236,
2023-01-18,89.94999694824219,90.83333587646484,88.83000183105469,89.66666412353516,25832451,2316309707.30468,-0.366682284898423,
2023-01-19,89.2933349609375,90.28333282470703,88.83999633789062,90.16666412353516,24371589,2197504879.519844,0.5576208336591337,
2023-01-20,90.33333587646484,90.62666320800781,89.00666809082031,90.02333068847656,31394805,2826264912.4152374,-0.15896499715484236,
2023-01-30,95.0,96.0,93.66666412353516,93.99666595458984,84556323,7948012447.379402,4.4136728065115705,
2023-01-31,95.0,96.26666259765625,93.46333312988281,95.26666259765625,56133051,5347608430.194031,1.3511081804539193,
2023-02-01,95.99333190917969,101.4433364868164,95.37999725341797,101.4433364868164,81896091,8307812716.267937,6.483562791788322,
2023-02-02,101.9566650390625,102.0433349609375,99.98666381835938,100.87333679199219,44408979,4479681895.255508,-0.5618897352595464,
2023-02-03,99.98332977294922,99.98332977294922,97.5999984741211,98.33333587646484,45884484,4511974376.690277,-2.518010205972465,
2023-02-06,97.2300033569336,97.2300033569336,95.87000274658203,96.66000366210938,30133980,2912750617.1539307,-1.7016937333008353,
2023-02-07,97.33000183105469,97.49333190917969,95.86666870117188,96.33333587646484,23050422,2220524044.6202545,-0.33795548651792684,
2023-02-08,96.33333587646484,96.33333587646484,94.26666259765625,95.22000122070312,27870432,2653822569.0615234,-1.1557106848136378,
2023-02-09,94.66666412353516,96.27333068847656,94.0999984741211,96.11000061035156,27194667,2613679461.9683075,0.9346769357685414,
2023-02-10,95.2933349609375,95.30000305175781,93.33333587646484,93.95333099365234,38912433,3655952697.4173203,-2.2439596327158196,
2023-02-13,93.00333404541016,94.43000030517578,92.35333251953125,94.1066665649414,28038432,2638603371.227783,0.1632039754922765,
2023-02-14,94.66666412353516,94.83333587646484,93.03333282470703,93.98999786376953,22093104,2076530797.764038,-0.12397495887431775,
2023-02-15,94.33333587646484,94.63333129882812,92.85333251953125,93.0,27249648,2534217264.0,-1.0533012940424191,
2023-02-16,93.33333587646484,93.93000030517578,91.61666870117188,92.33999633789062,31004445,2862950337.7583313,-0.7096813571068505,
2023-02-17,92.163330078125,92.69999694824219,90.42666625976562,90.55332946777344,30298950,2743670801.877594,-1.934878645196625,
2023-02-20,90.52999877929688,91.0999984741211,89.0,90.93333435058594,39210444,3565536414.2869263,0.4196476099177948,
2023-02-21,90.66666412353516,92.1866683959961,90.09333038330078,91.58333587646484,34107018,3123634485.238632,0.7148110541870922,
2023-02-22,90.63333129882812,90.87333679199219,89.63333129882812,90.13999938964844,25526388,2300948598.739929,-1.575981561496398,
2023-02-23,89.96666717529297,90.5566635131836,89.5,90.14666748046875,30107463,2714087455.741516,0.007397482655280285,
2023-02-24,89.67333221435547,89.95999908447266,89.0,89.1933364868164,20060283,1789243571.6397629,-1.0575332625123335,
2023-02-27,88.33333587646484,88.62999725341797,86.0,86.60333251953125,50911143,4409074646.178406,-2.9038088149869634,
